Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobRole,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
28,No,Travel_Rarely,Research & Development,19,Master,1,1216,Very High,Male,Medium,Laboratory Technician,Low,3196,12449,1,12,Excellent,High,6,Better,6,5,3,3
46,No,Travel_Rarely,Research & Development,15,College,1,1217,Very High,Male,High,Research Director,Medium,19081,10849,5,11,Excellent,Low,25,Better,4,2,0,3
35,No,Travel_Rarely,Sales,17,Master,1,1218,High,Male,High,Sales Executive,Low,8966,21026,3,15,Excellent,Very High,15,Better,7,7,1,7
24,Yes,Travel_Rarely,Research & Development,17,College,1,1219,Very High,Female,High,Laboratory Technician,Medium,2210,3372,1,13,Excellent,Low,1,Bad,1,0,0,0
33,No,Travel_Frequently,Sales,25,Bachelor,1,1220,Medium,Female,High,Sales Executive,High,4539,4905,1,12,Excellent,Low,10,Good,10,7,0,1
36,No,Travel_Rarely,Research & Development,6,Master,1,1221,High,Male,Low,Laboratory Technician,High,2741,6865,1,14,Excellent,High,7,Better,7,7,1,7
30,No,Travel_Rarely,Research & Development,7,Master,1,1224,High,Male,High,Laboratory Technician,High,3491,11309,1,13,Excellent,Low,10,Good,10,7,8,9
44,No,Travel_Rarely,Research & Development,29,Master,1,1225,Very High,Male,High,Research Scientist,Very High,4541,7744,1,25,Outstanding,Medium,20,Better,20,11,13,17
20,No,Travel_Rarely,Sales,21,Bachelor,1,1226,High,Male,Very High,Sales Representative,Very High,2678,5050,1,17,Excellent,Very High,2,Better,2,1,2,2
46,No,Travel_Rarely,Research & Development,2,Master,1,1228,Very High,Male,High,Manufacturing Director,Very High,7379,17433,2,11,Excellent,High,12,Good,6,3,1,4
42,No,Non-Travel,Human Resources,2,Doctor,1,1231,Very High,Male,Very High,Human Resources,Low,6272,12858,7,16,Excellent,Low,10,Best,4,3,0,3
60,No,Travel_Rarely,Sales,7,Master,1,1233,Medium,Male,Very High,Sales Executive,Very High,5220,10893,0,18,Excellent,Medium,12,Better,11,7,1,9
32,No,Travel_Frequently,Research & Development,13,Bachelor,1,1234,High,Female,Medium,Laboratory Technician,Medium,2743,7331,1,20,Outstanding,High,2,Better,2,2,2,2
32,No,Travel_Frequently,Research & Development,2,College,1,1235,Very High,Female,High,Research Scientist,High,4998,2338,4,14,Excellent,Very High,10,Better,8,7,0,7
36,No,Travel_Rarely,Research & Development,1,Bachelor,1,1237,High,Female,Low,Manufacturing Director,Low,10252,4235,2,21,Outstanding,High,17,Better,7,7,7,7
33,No,Travel_Rarely,Research & Development,9,Bachelor,1,1238,Low,Male,High,Research Scientist,Very High,2781,6311,0,13,Excellent,Medium,15,Better,14,10,4,10
40,No,Travel_Rarely,Sales,10,Bachelor,1,1239,Medium,Female,Medium,Sales Executive,Medium,6852,11591,7,12,Excellent,Medium,7,Best,5,1,1,3
25,No,Travel_Rarely,Sales,10,Master,1,1240,High,Male,High,Sales Executive,Very High,4950,20623,0,14,Excellent,Medium,5,Better,4,3,1,1
30,No,Travel_Rarely,Research & Development,1,Bachelor,1,1241,Very High,Male,High,Research Scientist,Medium,3579,9369,0,21,Outstanding,Low,12,Better,11,9,5,7
42,No,Travel_Frequently,Research & Development,26,Doctor,1,1242,Low,Female,High,Research Director,Low,13191,23281,3,17,Excellent,High,20,Better,1,0,0,0
35,No,Non-Travel,Sales,8,College,1,1243,High,Female,Medium,Sales Executive,Very High,10377,13755,4,11,Excellent,Medium,16,Good,13,2,4,12
27,No,Travel_Rarely,Research & Development,14,Bachelor,1,1244,Low,Male,High,Research Scientist,Low,2235,14377,1,14,Excellent,Very High,9,Good,9,7,6,8
54,No,Travel_Frequently,Research & Development,1,Master,1,1245,Very High,Female,High,Manufacturing Director,High,10502,9659,7,17,Excellent,Low,33,Bad,5,4,1,4
44,No,Travel_Rarely,Research & Development,2,Below College,1,1246,Low,Female,Very High,Research Scientist,Very High,2011,19982,1,13,Excellent,Very High,10,Better,10,5,7,7
19,Yes,Non-Travel,Research & Development,10,Bachelor,1,1248,Low,Female,Medium,Research Scientist,Medium,1859,6148,1,25,Outstanding,Medium,1,Best,1,1,0,0
29,No,Travel_Rarely,Research & Development,1,Bachelor,1,1249,Low,Female,High,Research Scientist,Very High,3760,5598,1,15,Excellent,Low,3,Better,3,2,1,2
54,No,Travel_Rarely,Research & Development,3,Bachelor,1,1250,Very High,Male,High,Research Director,Very High,17779,23474,3,14,Excellent,Low,36,Better,10,9,0,9
31,No,Travel_Rarely,Research & Development,11,College,1,1251,High,Male,High,Healthcare Representative,Low,6833,17089,1,12,Excellent,Very High,6,Good,6,5,0,1
31,No,Travel_Rarely,Research & Development,24,Bachelor,1,1252,High,Female,Medium,Healthcare Representative,Low,6812,17198,1,19,Excellent,Medium,10,Better,10,9,1,8
59,No,Travel_Rarely,Sales,3,Bachelor,1,1254,High,Female,Medium,Sales Executive,Very High,5171,16490,5,17,Excellent,Very High,13,Better,6,1,0,5
43,No,Travel_Rarely,Research & Development,3,Bachelor,1,1255,High,Male,Low,Research Director,Very High,19740,18625,3,14,Excellent,Medium,25,Better,8,7,0,7
49,No,Travel_Rarely,Research & Development,4,College,1,1256,Low,Male,Medium,Manager,High,18711,12124,2,13,Excellent,High,23,Best,1,0,0,0
36,No,Travel_Frequently,Research & Development,3,Bachelor,1,1257,High,Male,High,Research Scientist,Medium,3692,9256,1,12,Excellent,High,12,Good,11,10,0,7
48,No,Travel_Rarely,Research & Development,2,College,1,1258,Very High,Male,Very High,Laboratory Technician,Medium,2559,16620,5,11,Excellent,High,7,Good,1,0,0,0
27,No,Travel_Rarely,Research & Development,4,College,1,1259,Low,Male,High,Research Scientist,High,2517,3208,1,11,Excellent,Medium,5,Better,5,3,0,3
29,No,Travel_Rarely,Research & Development,7,Bachelor,1,1260,High,Male,High,Healthcare Representative,Very High,6623,4204,1,11,Excellent,Medium,6,Better,6,0,1,0
48,No,Travel_Rarely,Research & Development,1,Bachelor,1,1263,Very High,Male,Medium,Research Director,Very High,18265,8733,6,12,Excellent,High,25,Best,1,0,0,0
29,No,Travel_Rarely,Research & Development,1,Bachelor,1,1264,Very High,Female,Medium,Research Director,Very High,16124,3423,3,14,Excellent,Medium,9,Good,7,7,1,7
34,No,Travel_Rarely,Research & Development,20,Bachelor,1,1265,High,Female,Very High,Research Scientist,High,2585,21643,0,17,Excellent,Very High,2,Good,1,0,0,0
44,No,Travel_Rarely,Sales,5,Bachelor,1,1267,Medium,Male,High,Manager,Medium,18213,8751,7,11,Excellent,High,26,Better,22,9,3,10
33,No,Travel_Rarely,Sales,10,Doctor,1,1268,Very High,Male,Very High,Sales Executive,High,8380,21708,0,14,Excellent,Very High,10,Better,9,8,0,8
19,No,Travel_Rarely,Research & Development,25,Bachelor,1,1269,Medium,Female,Very High,Research Scientist,Very High,2994,21221,1,12,Excellent,Very High,1,Better,1,0,0,1
23,No,Travel_Rarely,Research & Development,1,College,1,1270,Very High,Male,High,Research Scientist,High,1223,16901,1,22,Outstanding,Very High,1,Better,1,0,0,1
25,Yes,Travel_Frequently,Sales,24,Below College,1,1273,High,Male,Low,Sales Representative,Very High,1118,8040,1,14,Excellent,Very High,1,Better,1,0,1,0
26,No,Travel_Rarely,Research & Development,4,College,1,1275,High,Male,High,Research Scientist,Very High,2875,9973,1,20,Outstanding,Medium,8,Good,8,5,2,2
45,Yes,Travel_Rarely,Sales,2,Bachelor,1,1277,Low,Female,Low,Manager,Medium,18824,2493,2,16,Excellent,Low,26,Better,24,10,1,11
55,No,Non-Travel,Research & Development,8,Below College,1,1278,Very High,Male,Medium,Healthcare Representative,Medium,13577,25592,1,15,Excellent,Very High,34,Better,33,9,15,0
21,Yes,Travel_Frequently,Research & Development,10,College,1,1279,Low,Female,Medium,Laboratory Technician,High,2625,25308,1,20,Outstanding,High,2,Bad,2,2,2,2
46,No,Travel_Rarely,Sales,4,College,1,1280,Very High,Female,Medium,Manager,Medium,18789,9946,2,14,Excellent,High,26,Better,11,4,0,8
34,No,Travel_Rarely,Sales,2,Bachelor,1,1281,High,Female,High,Sales Executive,Low,4538,6039,0,12,Excellent,Very High,4,Better,3,2,0,2
51,No,Travel_Frequently,Sales,9,Bachelor,1,1282,Very High,Male,High,Manager,Medium,19847,19196,4,24,Outstanding,Low,31,Good,29,10,11,10
59,No,Travel_Rarely,Research & Development,18,Master,1,1283,Very High,Male,High,Manufacturing Director,Very High,10512,20002,6,12,Excellent,Very High,25,Good,9,7,5,4
34,No,Travel_Frequently,Research & Development,19,Bachelor,1,1285,High,Female,High,Laboratory Technician,Medium,4444,22534,4,13,Excellent,High,15,Best,11,8,5,10
28,No,Travel_Frequently,Research & Development,1,Master,1,1286,Very High,Male,High,Laboratory Technician,High,2154,6842,0,11,Excellent,High,5,Good,4,2,0,2
44,No,Travel_Rarely,Research & Development,4,College,1,1288,High,Male,Very High,Manager,Low,19190,17477,1,14,Excellent,Very High,26,Good,25,9,14,13
34,No,Travel_Frequently,Human Resources,11,Bachelor,1,1289,High,Male,Medium,Human Resources,Medium,4490,21833,4,11,Excellent,Very High,14,Best,10,9,1,8
35,No,Travel_Rarely,Research & Development,6,Below College,1,1291,High,Male,High,Research Scientist,High,3506,6020,0,14,Excellent,Very High,4,Better,3,2,2,2
42,No,Travel_Rarely,Research & Development,7,Master,1,1292,Medium,Female,Very High,Research Scientist,Medium,2372,5628,6,16,Excellent,Very High,18,Better,1,0,0,0
43,No,Travel_Rarely,Sales,4,Master,1,1293,Very High,Female,Medium,Sales Executive,Very High,10231,20364,3,14,Excellent,Very High,23,Best,21,7,15,17
36,No,Travel_Rarely,Research & Development,2,Master,1,1294,High,Female,High,Manufacturing Director,Medium,5410,2323,9,11,Excellent,Very High,18,Better,16,14,5,12
44,Yes,Travel_Rarely,Research & Development,15,Bachelor,1,1295,Low,Female,High,Healthcare Representative,Very High,7978,14075,1,11,Excellent,Very High,10,Better,10,7,0,5
28,No,Travel_Frequently,Research & Development,2,Bachelor,1,1296,Very High,Male,Medium,Laboratory Technician,Very High,3867,14222,1,12,Excellent,Medium,2,Better,2,2,2,2
51,No,Travel_Frequently,Research & Development,6,College,1,1297,Medium,Female,Medium,Laboratory Technician,High,2838,4257,0,14,Excellent,Medium,8,Good,7,0,7,7
30,No,Non-Travel,Research & Development,9,College,1,1298,High,Female,High,Manufacturing Director,High,4695,12858,7,18,Excellent,High,10,Better,8,4,1,7
29,Yes,Travel_Rarely,Research & Development,7,Bachelor,1,1299,Medium,Female,High,Laboratory Technician,High,3339,17285,3,13,Excellent,Low,10,Better,7,7,7,7
28,No,Travel_Rarely,Research & Development,1,Bachelor,1,1301,Very High,Male,High,Research Scientist,Low,2080,4732,2,11,Excellent,Medium,5,Good,3,2,1,2
25,No,Travel_Rarely,Research & Development,1,Bachelor,1,1303,Very High,Female,High,Research Scientist,Medium,2096,18830,1,18,Excellent,Very High,2,Good,2,2,2,1
32,No,Travel_Rarely,Sales,8,Bachelor,1,1304,High,Male,Very High,Sales Executive,Very High,6209,11693,1,15,Excellent,High,10,Best,10,7,0,8
45,No,Travel_Frequently,Research & Development,25,Bachelor,1,1306,Medium,Female,High,Manager,Medium,18061,13035,3,22,Outstanding,High,22,Better,0,0,0,0
39,No,Travel_Rarely,Research & Development,13,Master,1,1307,High,Female,Medium,Manager,Medium,17123,17334,6,13,Excellent,Very High,21,Better,19,9,15,2
58,No,Travel_Rarely,Research & Development,23,Master,1,1308,Low,Male,High,Research Scientist,High,2372,26076,1,12,Excellent,Very High,2,Better,2,2,2,2
32,Yes,Travel_Rarely,Research & Development,7,College,1,1309,Very High,Male,High,Laboratory Technician,High,4883,22845,1,18,Excellent,Low,10,Better,10,4,1,1
39,Yes,Travel_Rarely,Research & Development,23,Bachelor,1,1310,High,Male,High,Research Scientist,Low,3904,22154,0,13,Excellent,Low,6,Better,5,2,0,3
30,No,Travel_Rarely,Research & Development,6,Bachelor,1,1311,Low,Female,Medium,Laboratory Technician,Very High,4627,23631,0,12,Excellent,Low,10,Better,9,2,6,7
36,No,Travel_Rarely,Research & Development,10,Master,1,1312,Very High,Female,High,Healthcare Representative,High,7094,5747,3,12,Excellent,Low,10,Better,7,7,1,7
46,No,Travel_Rarely,Human Resources,1,College,1,1314,Very High,Female,High,Human Resources,Low,3423,22957,6,12,Excellent,High,10,Best,7,6,5,7
28,No,Non-Travel,Research & Development,1,Bachelor,1,1315,High,Female,Low,Laboratory Technician,Very High,6674,16392,0,11,Excellent,Low,10,Better,9,8,7,5
50,No,Travel_Rarely,Research & Development,28,Bachelor,1,1317,Very High,Female,High,Research Director,Low,16880,22422,4,11,Excellent,Medium,25,Better,3,2,1,2
40,Yes,Travel_Rarely,Sales,25,Master,1,1318,Very High,Male,Medium,Sales Executive,Medium,9094,17235,2,12,Excellent,High,9,Better,5,4,1,0
52,Yes,Travel_Rarely,Sales,5,Bachelor,1,1319,Medium,Male,High,Sales Executive,Medium,8446,21534,9,19,Excellent,High,10,Good,8,7,7,7
30,No,Travel_Rarely,Research & Development,17,Master,1,1321,Medium,Female,High,Manager,Low,11916,25927,1,23,Outstanding,Very High,9,Better,9,1,0,8
39,No,Travel_Rarely,Research & Development,18,College,1,1322,Low,Male,High,Manufacturing Director,High,4534,13352,0,11,Excellent,Low,9,Better,8,7,1,7
31,No,Non-Travel,Sales,2,Master,1,1324,Very High,Female,High,Sales Executive,High,9852,8935,1,19,Excellent,Low,10,Good,10,8,9,6
41,No,Non-Travel,Sales,10,College,1,1329,High,Male,Low,Sales Executive,Medium,6151,22074,1,13,Excellent,Low,19,Better,19,2,11,9
31,Yes,Travel_Frequently,Sales,1,Bachelor,1,1331,Very High,Female,High,Sales Representative,Medium,2302,8319,1,11,Excellent,Low,3,Best,3,2,2,2
44,Yes,Travel_Rarely,Research & Development,3,Bachelor,1,1333,Low,Male,High,Laboratory Technician,Low,2362,14669,4,12,Excellent,High,10,Best,3,2,1,2
42,No,Non-Travel,Research & Development,2,Below College,1,1334,High,Male,High,Manager,High,17861,26582,0,13,Excellent,Very High,21,Good,20,8,2,10
55,No,Travel_Rarely,Research & Development,2,College,1,1336,Very High,Female,Low,Manager,High,19187,6992,4,14,Excellent,Very High,23,Better,19,9,9,11
56,No,Travel_Rarely,Human Resources,8,Master,1,1338,Very High,Male,High,Manager,Medium,19717,4022,6,14,Excellent,Low,36,Better,7,3,7,7
40,No,Non-Travel,Research & Development,16,College,1,1340,High,Male,High,Research Scientist,High,3544,8532,9,16,Excellent,Medium,6,Better,4,2,0,0
34,No,Travel_Rarely,Research & Development,9,Bachelor,1,1344,Very High,Male,High,Healthcare Representative,Very High,8500,5494,0,11,Excellent,Very High,10,Good,9,7,1,6
40,No,Travel_Rarely,Research & Development,2,Bachelor,1,1346,High,Male,High,Research Scientist,Very High,4661,22455,1,13,Excellent,High,9,Better,9,8,8,8
41,No,Travel_Frequently,Sales,1,Bachelor,1,1349,High,Female,High,Sales Executive,Low,4103,4297,0,17,Excellent,Very High,10,Better,9,3,1,7
35,No,Travel_Frequently,Research & Development,4,Master,1,1350,High,Male,High,Research Scientist,High,4249,2690,1,11,Excellent,Medium,9,Better,9,6,1,1
51,No,Travel_Rarely,Human Resources,5,Bachelor,1,1352,High,Male,High,Manager,Medium,14026,17588,1,11,Excellent,Medium,33,Better,33,9,0,10
38,No,Travel_Rarely,Sales,2,College,1,1355,Medium,Female,High,Sales Executive,Low,6893,19461,3,15,Excellent,Very High,11,Better,7,7,1,7
34,No,Travel_Rarely,Sales,15,College,1,1356,High,Female,High,Sales Executive,Low,6125,23553,1,12,Excellent,Very High,10,Best,10,8,9,6
25,No,Travel_Rarely,Research & Development,19,Below College,1,1358,Very High,Male,High,Laboratory Technician,Very High,3669,9075,3,11,Excellent,High,7,Good,3,2,1,2
58,Yes,Travel_Rarely,Research & Development,7,Master,1,1360,High,Female,Medium,Manufacturing Director,Low,10008,12023,7,14,Excellent,Very High,31,Good,10,9,5,9
40,No,Travel_Rarely,Research & Development,1,Master,1,1361,Medium,Male,High,Laboratory Technician,Medium,2387,6762,3,22,Outstanding,High,7,Better,4,2,0,3
36,No,Travel_Frequently,Sales,7,Bachelor,1,1362,Low,Female,Very High,Sales Executive,Low,4639,2261,2,16,Excellent,Very High,17,Good,15,7,6,13
48,No,Travel_Rarely,Research & Development,4,Bachelor,1,1363,Very High,Male,High,Manufacturing Director,Very High,7898,18706,1,11,Excellent,High,11,Better,10,9,0,8
27,No,Travel_Rarely,Sales,11,Bachelor,1,1364,High,Female,Very High,Sales Representative,Very High,2534,6527,8,14,Excellent,Medium,5,Better,1,0,0,0
51,No,Travel_Rarely,Research & Development,11,College,1,1367,Very High,Female,Medium,Manufacturing Director,Medium,13142,24439,3,16,Excellent,Medium,29,Good,5,2,0,3
18,No,Non-Travel,Research & Development,1,Bachelor,1,1368,Very High,Female,High,Laboratory Technician,Very High,1611,19305,1,15,Excellent,High,0,Best,0,0,0,0
35,No,Travel_Rarely,Research & Development,1,Bachelor,1,1369,Very High,Female,Medium,Laboratory Technician,Very High,5363,10846,0,12,Excellent,Medium,10,Better,9,7,0,0
27,No,Travel_Frequently,Sales,2,Below College,1,1371,Very High,Male,Low,Sales Executive,Very High,5071,20392,3,20,Outstanding,Medium,8,Better,6,2,0,0
55,Yes,Travel_Rarely,Sales,13,Master,1,1372,Low,Male,Very High,Sales Executive,High,13695,9277,6,17,Excellent,High,24,Good,19,7,3,8
56,No,Travel_Rarely,Research & Development,23,Bachelor,1,1373,Very High,Male,High,Manufacturing Director,Medium,13402,18235,4,12,Excellent,Low,33,Better,19,16,15,9
34,No,Non-Travel,Research & Development,26,Below College,1,1374,Low,Female,Medium,Research Scientist,High,2029,15891,1,20,Outstanding,High,5,Better,5,4,0,0
40,No,Travel_Rarely,Research & Development,2,Below College,1,1375,Medium,Female,Very High,Healthcare Representative,High,6377,13888,5,20,Outstanding,Medium,15,Better,12,11,11,8
34,No,Travel_Rarely,Research & Development,29,Bachelor,1,1377,Medium,Male,High,Laboratory Technician,High,5429,17491,4,13,Excellent,Low,10,Better,8,7,7,7
31,Yes,Travel_Frequently,Sales,2,Bachelor,1,1379,High,Female,Medium,Sales Representative,Very High,2785,11882,7,14,Excellent,High,3,Best,1,0,0,0
35,Yes,Travel_Frequently,Sales,18,Master,1,1380,Very High,Female,High,Sales Executive,High,4614,23288,0,18,Excellent,High,5,Good,4,2,3,2
38,No,Travel_Frequently,Research & Development,7,Bachelor,1,1382,Very High,Male,Very High,Research Scientist,High,2610,15748,1,11,Excellent,Very High,4,Better,4,2,0,3
34,No,Travel_Rarely,Research & Development,2,Master,1,1383,High,Female,High,Healthcare Representative,Very High,6687,6163,1,11,Excellent,Very High,14,Best,14,11,4,11
28,No,Travel_Rarely,Sales,26,Bachelor,1,1387,High,Male,Medium,Sales Executive,Low,4724,24232,1,11,Excellent,High,5,Better,5,3,0,4
31,Yes,Travel_Rarely,Research & Development,22,Master,1,1389,Very High,Male,High,Manufacturing Director,High,6179,21057,1,15,Excellent,Very High,10,Good,10,2,6,7
39,No,Travel_Rarely,Sales,21,Master,1,1390,Low,Male,Medium,Sales Executive,Very High,6120,3567,3,12,Excellent,Very High,8,Best,5,4,1,4
51,No,Travel_Frequently,Sales,2,Bachelor,1,1391,Medium,Male,High,Sales Executive,Medium,10596,15395,2,11,Excellent,Medium,14,Better,4,2,3,2
41,No,Travel_Frequently,Research & Development,22,Bachelor,1,1392,Very High,Female,High,Research Scientist,Very High,5467,13953,3,14,Excellent,Low,12,Good,6,2,3,3
37,No,Travel_Rarely,Research & Development,4,Below College,1,1394,High,Male,High,Research Scientist,High,2996,5182,7,15,Excellent,Very High,8,Better,6,4,1,3
33,No,Travel_Frequently,Sales,5,Below College,1,1395,Medium,Male,High,Sales Executive,Very High,9998,19293,6,13,Excellent,Low,8,Best,5,4,1,2
32,No,Travel_Rarely,Sales,2,Below College,1,1396,High,Male,High,Sales Executive,Medium,4078,20497,0,13,Excellent,Low,4,Good,3,2,1,2
39,No,Non-Travel,Research & Development,25,College,1,1397,High,Male,High,Healthcare Representative,High,10920,3449,3,21,Outstanding,Medium,13,Better,6,4,0,5
25,No,Travel_Rarely,Sales,18,Below College,1,1399,Low,Male,Very High,Sales Executive,High,6232,12477,2,11,Excellent,Medium,6,Good,3,2,1,2
52,No,Travel_Frequently,Research & Development,28,College,1,1401,Very High,Female,Very High,Manufacturing Director,High,13247,9731,2,11,Excellent,Medium,24,Good,5,3,0,2
43,No,Travel_Rarely,Research & Development,6,Bachelor,1,1402,Low,Female,Medium,Research Scientist,High,4081,20003,1,14,Excellent,Low,20,Bad,20,7,1,8
